The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,FLOW,TIME,VALUE
AUSTRIA,PRDDUSDPPP,RENEWABLE,2015,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2016,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2017,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2018,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2019,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2020,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2021,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2022,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2023,..
AUSTRIA,PRDDUSDPPP,TOTAL,2013,..
AUSTRIA,PRDDUSDPPP,TOTAL,2014,..
AUSTRIA,PRDDUSDPPP,TOTAL,2015,765.101
AUSTRIA,PRDDUSDPPP,TOTAL,2016,..
AUSTRIA,PRDDUSDPPP,TOTAL,2017,1044.304
AUSTRIA,PRDDUSDPPP,TOTAL,2018,..
AUSTRIA,PRDDUSDPPP,TOTAL,2019,970.829
AUSTRIA,PRDDUSDPPP,TOTAL,2020,..
AUSTRIA,PRDDUSDPPP,TOTAL,2021,..
AUSTRIA,PRDDUSDPPP,TOTAL,2022,..
AUSTRIA,PRDDUSDPPP,TOTAL,2023,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2013,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2014,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2015,765.101
AUSTRIA,PRDDUSDPPP,UNALLOC,2016,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2017,1044.304
AUSTRIA,PRDDUSDPPP,UNALLOC,2018,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2019,970.829
AUSTRIA,PRDDUSDPPP,UNALLOC,2020,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2021,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2022,..
AUSTRIA,PRDDUSDPPP,UNALLOC,2023,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2013,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2014,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2015,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2016,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2017,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2018,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2019,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2020,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2021,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2022,..
AUSTRIA,PRIVATERDD,EFFICIENCY,2023,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2013,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2014,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2015,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2016,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2017,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2018,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2019,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2020,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2021,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2022,..
AUSTRIA,PRIVATERDD,FOSSILFUEL,2023,..
AUSTRIA,PRIVATERDD,HGENCELL,2013,..
AUSTRIA,PRIVATERDD,HGENCELL,2014,..
AUSTRIA,PRIVATERDD,HGENCELL,2015,..
AUSTRIA,PRIVATERDD,HGENCELL,2016,..
AUSTRIA,PRIVATERDD,HGENCELL,2017,..
AUSTRIA,PRIVATERDD,HGENCELL,2018,..
AUSTRIA,PRIVATERDD,HGENCELL,2019,..
AUSTRIA,PRIVATERDD,HGENCELL,2020,..
AUSTRIA,PRIVATERDD,HGENCELL,2021,..
AUSTRIA,PRIVATERDD,HGENCELL,2022,..
AUSTRIA,PRIVATERDD,HGENCELL,2023,..
AUSTRIA,PRIVATERDD,MEMOLC,2013,..
AUSTRIA,PRIVATERDD,MEMOLC,2014,..
AUSTRIA,PRIVATERDD,MEMOLC,2015,485.0
AUSTRIA,PRIVATERDD,MEMOLC,2016,..
AUSTRIA,PRIVATERDD,MEMOLC,2017,681.0
AUSTRIA,PRIVATERDD,MEMOLC,2018,..
AUSTRIA,PRIVATERDD,MEMOLC,2019,654.7
AUSTRIA,PRIVATERDD,MEMOLC,2020,..
AUSTRIA,PRIVATERDD,MEMOLC,2021,..
AUSTRIA,PRIVATERDD,MEMOLC,2022,..
AUSTRIA,PRIVATERDD,MEMOLC,2023,..
AUSTRIA,PRIVATERDD,MEMONLC,2013,..
AUSTRIA,PRIVATERDD,MEMONLC,2014,..
AUSTRIA,PRIVATERDD,MEMONLC,2015,..
AUSTRIA,PRIVATERDD,MEMONLC,2016,..
AUSTRIA,PRIVATERDD,MEMONLC,2017,..
AUSTRIA,PRIVATERDD,MEMONLC,2018,..
AUSTRIA,PRIVATERDD,MEMONLC,2019,..
AUSTRIA,PRIVATERDD,MEMONLC,2020,..
AUSTRIA,PRIVATERDD,MEMONLC,2021,..
AUSTRIA,PRIVATERDD,MEMONLC,2022,..
AUSTRIA,PRIVATERDD,MEMONLC,2023,..
AUSTRIA,PRIVATERDD,NUCLEAR,2013,..
AUSTRIA,PRIVATERDD,NUCLEAR,2014,..
AUSTRIA,PRIVATERDD,NUCLEAR,2015,..
AUSTRIA,PRIVATERDD,NUCLEAR,2016,..
AUSTRIA,PRIVATERDD,NUCLEAR,2017,..
AUSTRIA,PRIVATERDD,NUCLEAR,2018,..
AUSTRIA,PRIVATERDD,NUCLEAR,2019,..
AUSTRIA,PRIVATERDD,NUCLEAR,2020,..
AUSTRIA,PRIVATERDD,NUCLEAR,2021,..
AUSTRIA,PRIVATERDD,NUCLEAR,2022,..
AUSTRIA,PRIVATERDD,NUCLEAR,2023,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2013,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2014,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2015,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2016,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2017,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2018,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2019,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2020,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2021,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2022,..
AUSTRIA,PRIVATERDD,OTHERPANDS,2023,..
AUSTRIA,PRIVATERDD,OTHERTECH,2013,..
AUSTRIA,PRIVATERDD,OTHERTECH,2014,..
AUSTRIA,PRIVATERDD,OTHERTECH,2015,..
AUSTRIA,PRIVATERDD,OTHERTECH,2016,..
AUSTRIA,PRIVATERDD,OTHERTECH,2017,..
AUSTRIA,PRIVATERDD,OTHERTECH,2018,..
AUSTRIA,PRIVATERDD,OTHERTECH,2019,..
AUSTRIA,PRIVATERDD,OTHERTECH,2020,..
AUSTRIA,PRIVATERDD,OTHERTECH,2021,..
AUSTRIA,PRIVATERDD,OTHERTECH,2022,..
AUSTRIA,PRIVATERDD,OTHERTECH,2023,..
AUSTRIA,PRIVATERDD,RENEWABLE,2013,..
AUSTRIA,PRIVATERDD,RENEWABLE,2014,..
AUSTRIA,PRIVATERDD,RENEWABLE,2015,..
AUSTRIA,PRIVATERDD,RENEWABLE,2016,..
AUSTRIA,PRIVATERDD,RENEWABLE,2017,..
AUSTRIA,PRIVATERDD,RENEWABLE,2018,..
AUSTRIA,PRIVATERDD,RENEWABLE,2019,..
AUSTRIA,PRIVATERDD,RENEWABLE,2020,..
AUSTRIA,PRIVATERDD,RENEWABLE,2021,..
AUSTRIA,PRIVATERDD,RENEWABLE,2022,..
AUSTRIA,PRIVATERDD,RENEWABLE,2023,..
AUSTRIA,PRIVATERDD,TOTAL,2013,..
AUSTRIA,PRIVATERDD,TOTAL,2014,..
AUSTRIA,PRIVATERDD,TOTAL,2015,485.0
AUSTRIA,PRIVATERDD,TOTAL,2016,..
AUSTRIA,PRIVATERDD,TOTAL,2017,681.0
AUSTRIA,PRIVATERDD,TOTAL,2018,..
AUSTRIA,PRIVATERDD,TOTAL,2019,654.7
AUSTRIA,PRIVATERDD,TOTAL,2020,..
AUSTRIA,PRIVATERDD,TOTAL,2021,..
AUSTRIA,PRIVATERDD,TOTAL,2022,..
AUSTRIA,PRIVATERDD,TOTAL,2023,..
AUSTRIA,PRIVATERDD,UNALLOC,2013,..
AUSTRIA,PRIVATERDD,UNALLOC,2014,..
AUSTRIA,PRIVATERDD,UNALLOC,2015,485.0
AUSTRIA,PRIVATERDD,UNALLOC,2016,..
AUSTRIA,PRIVATERDD,UNALLOC,2017,681.0
AUSTRIA,PRIVATERDD,UNALLOC,2018,..
AUSTRIA,PRIVATERDD,UNALLOC,2019,654.7
AUSTRIA,PRIVATERDD,UNALLOC,2020,..
AUSTRIA,PRIVATERDD,UNALLOC,2021,..
AUSTRIA,PRIVATERDD,UNALLOC,2022,..
AUSTRIA,PRIVATERDD,UNALLOC,2023,..
CZECH,PRDDEURO,EFFICIENCY,2013,..
CZECH,PRDDEURO,EFFICIENCY,2014,..
CZECH,PRDDEURO,EFFICIENCY,2015,6.053
CZECH,PRDDEURO,EFFICIENCY,2016,4.213
CZECH,PRDDEURO,EFFICIENCY,2017,7.287
CZECH,PRDDEURO,EFFICIENCY,2018,8.954
CZECH,PRDDEURO,EFFICIENCY,2019,11.508
CZECH,PRDDEURO,EFFICIENCY,2020,12.107
CZECH,PRDDEURO,EFFICIENCY,2021,14.347
CZECH,PRDDEURO,EFFICIENCY,2022,12.83
CZECH,PRDDEURO,EFFICIENCY,2023,16.006
CZECH,PRDDEURO,FOSSILFUEL,2013,..
CZECH,PRDDEURO,FOSSILFUEL,2014,..
CZECH,PRDDEURO,FOSSILFUEL,2015,4.482
CZECH,PRDDEURO,FOSSILFUEL,2016,4.009
CZECH,PRDDEURO,FOSSILFUEL,2017,4.141
CZECH,PRDDEURO,FOSSILFUEL,2018,3.795
CZECH,PRDDEURO,FOSSILFUEL,2019,3.509
CZECH,PRDDEURO,FOSSILFUEL,2020,1.723
CZECH,PRDDEURO,FOSSILFUEL,2021,0.749
CZECH,PRDDEURO,FOSSILFUEL,2022,1.047
CZECH,PRDDEURO,FOSSILFUEL,2023,0.324
CZECH,PRDDEURO,HGENCELL,2013,..
CZECH,PRDDEURO,HGENCELL,2014,..
CZECH,PRDDEURO,HGENCELL,2015,0.328
CZECH,PRDDEURO,HGENCELL,2016,1.088
CZECH,PRDDEURO,HGENCELL,2017,1.611
CZECH,PRDDEURO,HGENCELL,2018,1.084
CZECH,PRDDEURO,HGENCELL,2019,7.893
CZECH,PRDDEURO,HGENCELL,2020,3.668
CZECH,PRDDEURO,HGENCELL,2021,3.564
CZECH,PRDDEURO,HGENCELL,2022,2.639
CZECH,PRDDEURO,HGENCELL,2023,2.092
CZECH,PRDDEURO,MEMOLC,2013,..
CZECH,PRDDEURO,MEMOLC,2014,..
CZECH,PRDDEURO,MEMOLC,2015,43.138
CZECH,PRDDEURO,MEMOLC,2016,23.207
CZECH,PRDDEURO,MEMOLC,2017,30.944
CZECH,PRDDEURO,MEMOLC,2018,32.561
CZECH,PRDDEURO,MEMOLC,2019,46.746
CZECH,PRDDEURO,MEMOLC,2020,43.553
CZECH,PRDDEURO,MEMOLC,2021,38.839
CZECH,PRDDEURO,MEMOLC,2022,26.755
CZECH,PRDDEURO,MEMOLC,2023,33.765
CZECH,PRDDEURO,MEMONLC,2013,..
CZECH,PRDDEURO,MEMONLC,2014,..
CZECH,PRDDEURO,MEMONLC,2015,3.909
CZECH,PRDDEURO,MEMONLC,2016,3.691
CZECH,PRDDEURO,MEMONLC,2017,3.99
CZECH,PRDDEURO,MEMONLC,2018,3.795
CZECH,PRDDEURO,MEMONLC,2019,3.475
CZECH,PRDDEURO,MEMONLC,2020,1.652
CZECH,PRDDEURO,MEMONLC,2021,0.507
CZECH,PRDDEURO,MEMONLC,2022,0.749
CZECH,PRDDEURO,MEMONLC,2023,0.029
CZECH,PRDDEURO,NUCLEAR,2013,..
CZECH,PRDDEURO,NUCLEAR,2014,..
CZECH,PRDDEURO,NUCLEAR,2015,20.05
CZECH,PRDDEURO,NUCLEAR,2016,6.577
CZECH,PRDDEURO,NUCLEAR,2017,11.047
CZECH,PRDDEURO,NUCLEAR,2018,11.145
CZECH,PRDDEURO,NUCLEAR,2019,11.984
CZECH,PRDDEURO,NUCLEAR,2020,11.425
CZECH,PRDDEURO,NUCLEAR,2021,6.701
CZECH,PRDDEURO,NUCLEAR,2022,4.012
CZECH,PRDDEURO,NUCLEAR,2023,1.895
CZECH,PRDDEURO,OTHERPANDS,2013,..
CZECH,PRDDEURO,OTHERPANDS,2014,..
CZECH,PRDDEURO,OTHERPANDS,2015,5.08
CZECH,PRDDEURO,OTHERPANDS,2016,3.952
CZECH,PRDDEURO,OTHERPANDS,2017,3.801
CZECH,PRDDEURO,OTHERPANDS,2018,4.485
CZECH,PRDDEURO,OTHERPANDS,2019,7.48
CZECH,PRDDEURO,OTHERPANDS,2020,7.148
CZECH,PRDDEURO,OTHERPANDS,2021,7.177
CZECH,PRDDEURO,OTHERPANDS,2022,3.768
CZECH,PRDDEURO,OTHERPANDS,2023,9.039
CZECH,PRDDEURO,OTHERTECH,2013,..
CZECH,PRDDEURO,OTHERTECH,2014,..
CZECH,PRDDEURO,OTHERTECH,2015,5.58
CZECH,PRDDEURO,OTHERTECH,2016,2.738
CZECH,PRDDEURO,OTHERTECH,2017,2.651
CZECH,PRDDEURO,OTHERTECH,2018,2.735
CZECH,PRDDEURO,OTHERTECH,2019,3.099
CZECH,PRDDEURO,OTHERTECH,2020,3.419
CZECH,PRDDEURO,OTHERTECH,2021,2.598
CZECH,PRDDEURO,OTHERTECH,2022,1.053
CZECH,PRDDEURO,OTHERTECH,2023,0.355
CZECH,PRDDEURO,RENEWABLE,2013,..
CZECH,PRDDEURO,RENEWABLE,2014,..
CZECH,PRDDEURO,RENEWABLE,2015,5.474
CZECH,PRDDEURO,RENEWABLE,2016,4.321
CZECH,PRDDEURO,RENEWABLE,2017,4.396
CZECH,PRDDEURO,RENEWABLE,2018,4.158
CZECH,PRDDEURO,RENEWABLE,2019,4.747
CZECH,PRDDEURO,RENEWABLE,2020,5.715
CZECH,PRDDEURO,RENEWABLE,2021,4.211
CZECH,PRDDEURO,RENEWABLE,2022,2.155
CZECH,PRDDEURO,RENEWABLE,2023,4.082
CZECH,PRDDEURO,TOTAL,2013,..
CZECH,PRDDEURO,TOTAL,2014,..
CZECH,PRDDEURO,TOTAL,2015,47.047
CZECH,PRDDEURO,TOTAL,2016,26.898
CZECH,PRDDEURO,TOTAL,2017,34.934
CZECH,PRDDEURO,TOTAL,2018,36.355
CZECH,PRDDEURO,TOTAL,2019,50.221
CZECH,PRDDEURO,TOTAL,2020,45.205
CZECH,PRDDEURO,TOTAL,2021,39.346
CZECH,PRDDEURO,TOTAL,2022,27.505
CZECH,PRDDEURO,TOTAL,2023,33.794
CZECH,PRDDEURO,UNALLOC,2013,..
CZECH,PRDDEURO,UNALLOC,2014,..
CZECH,PRDDNCREAL,EFFICIENCY,2013,..
CZECH,PRDDNCREAL,EFFICIENCY,2014,..
CZECH,PRDDNCREAL,EFFICIENCY,2015,148.642
CZECH,PRDDNCREAL,EFFICIENCY,2016,103.45
CZECH,PRDDNCREAL,EFFICIENCY,2017,178.952
CZECH,PRDDNCREAL,EFFICIENCY,2018,219.893
CZECH,PRDDNCREAL,EFFICIENCY,2019,282.608
CZECH,PRDDNCREAL,EFFICIENCY,2020,297.307
CZECH,PRDDNCREAL,EFFICIENCY,2021,352.308
CZECH,PRDDNCREAL,EFFICIENCY,2022,315.069
CZECH,PRDDNCREAL,EFFICIENCY,2023,393.061
CZECH,PRDDNCREAL,FOSSILFUEL,2013,..
CZECH,PRDDNCREAL,FOSSILFUEL,2014,..
CZECH,PRDDNCREAL,FOSSILFUEL,2015,110.065
CZECH,PRDDNCREAL,FOSSILFUEL,2016,98.445
CZECH,PRDDNCREAL,FOSSILFUEL,2017,101.686
CZECH,PRDDNCREAL,FOSSILFUEL,2018,93.187
CZECH,PRDDNCREAL,FOSSILFUEL,2019,86.172
CZECH,PRDDNCREAL,FOSSILFUEL,2020,42.316
CZECH,PRDDNCREAL,FOSSILFUEL,2021,18.389
CZECH,PRDDNCREAL,FOSSILFUEL,2022,25.718
CZECH,PRDDNCREAL,FOSSILFUEL,2023,7.948
CZECH,PRDDNCREAL,HGENCELL,2013,..
CZECH,PRDDNCREAL,HGENCELL,2014,..
CZECH,PRDDNCREAL,HGENCELL,2015,8.053
CZECH,PRDDNCREAL,HGENCELL,2016,26.717
CZECH,PRDDNCREAL,HGENCELL,2017,39.565
CZECH,PRDDNCREAL,HGENCELL,2018,26.608
CZECH,PRDDNCREAL,HGENCELL,2019,193.834
CZECH,PRDDNCREAL,HGENCELL,2020,90.084
CZECH,PRDDNCREAL,HGENCELL,2021,87.517
CZECH,PRDDNCREAL,HGENCELL,2022,64.808
CZECH,PRDDNCREAL,HGENCELL,2023,51.382
CZECH,PRDDNCREAL,MEMOLC,2013,..
CZECH,PRDDNCREAL,MEMOLC,2014,..
CZECH,PRDDNCREAL,MEMOLC,2015,1059.335
CZECH,PRDDNCREAL,MEMOLC,2016,569.891
CZECH,PRDDNCREAL,MEMOLC,2017,759.88
CZECH,PRDDNCREAL,MEMOLC,2018,799.586
CZECH,PRDDNCREAL,MEMOLC,2019,1147.931
CZECH,PRDDNCREAL,MEMOLC,2020,1069.531
CZECH,PRDDNCREAL,MEMOLC,2021,953.771
CZECH,PRDDNCREAL,MEMOLC,2022,657.023
CZECH,PRDDNCREAL,MEMOLC,2023,829.149
CZECH,PRDDNCREAL,MEMONLC,2013,..
CZECH,PRDDNCREAL,MEMONLC,2014,..
CZECH,PRDDNCREAL,MEMONLC,2015,95.982
CZECH,PRDDNCREAL,MEMONLC,2016,90.629
CZECH,PRDDNCREAL,MEMONLC,2017,97.989
CZECH,PRDDNCREAL,MEMONLC,2018,93.187
CZECH,PRDDNCREAL,MEMONLC,2019,85.326
CZECH,PRDDNCREAL,MEMONLC,2020,40.565
CZECH,PRDDNCREAL,MEMONLC,2021,12.448
CZECH,PRDDNCREAL,MEMONLC,2022,18.401
CZECH,PRDDNCREAL,MEMONLC,2023,0.722
CZECH,PRDDNCREAL,NUCLEAR,2013,..
CZECH,PRDDNCREAL,NUCLEAR,2014,..
CZECH,PRDDNCREAL,NUCLEAR,2015,492.368
CZECH,PRDDNCREAL,NUCLEAR,2016,161.509
CZECH,PRDDNCREAL,NUCLEAR,2017,271.284
CZECH,PRDDNCREAL,NUCLEAR,2018,273.683
CZECH,PRDDNCREAL,NUCLEAR,2019,294.3
CZECH,PRDDNCREAL,NUCLEAR,2020,280.561
CZECH,PRDDNCREAL,NUCLEAR,2021,164.554
CZECH,PRDDNCREAL,NUCLEAR,2022,98.532
CZECH,PRDDNCREAL,NUCLEAR,2023,46.543
CZECH,PRDDNCREAL,OTHERPANDS,2013,..
CZECH,PRDDNCREAL,OTHERPANDS,2014,..
CZECH,PRDDNCREAL,OTHERPANDS,2015,124.738
CZECH,PRDDNCREAL,OTHERPANDS,2016,97.038
CZECH,PRDDNCREAL,OTHERPANDS,2017,93.336
CZECH,PRDDNCREAL,OTHERPANDS,2018,110.141
CZECH,PRDDNCREAL,OTHERPANDS,2019,183.678
CZECH,PRDDNCREAL,OTHERPANDS,2020,175.538
CZECH,PRDDNCREAL,OTHERPANDS,2021,176.253
CZECH,PRDDNCREAL,OTHERPANDS,2022,92.536
CZECH,PRDDNCREAL,OTHERPANDS,2023,221.968
CZECH,PRDDNCREAL,OTHERTECH,2013,..
CZECH,PRDDNCREAL,OTHERTECH,2014,..
CZECH,PRDDNCREAL,OTHERTECH,2015,137.033
CZECH,PRDDNCREAL,OTHERTECH,2016,67.242
CZECH,PRDDNCREAL,OTHERTECH,2017,65.093
CZECH,PRDDNCREAL,OTHERTECH,2018,67.151
CZECH,PRDDNCREAL,OTHERTECH,2019,76.09
CZECH,PRDDNCREAL,OTHERTECH,2020,83.953
CZECH,PRDDNCREAL,OTHERTECH,2021,63.798
CZECH,PRDDNCREAL,OTHERTECH,2022,25.851
CZECH,PRDDNCREAL,OTHERTECH,2023,8.718
CZECH,PRDDNCREAL,RENEWABLE,2013,..
CZECH,PRDDNCREAL,RENEWABLE,2014,..
CZECH,PRDDNCREAL,RENEWABLE,2015,134.419
CZECH,PRDDNCREAL,RENEWABLE,2016,106.119
CZECH,PRDDNCREAL,RENEWABLE,2017,107.953
CZECH,PRDDNCREAL,RENEWABLE,2018,102.11
CZECH,PRDDNCREAL,RENEWABLE,2019,116.575
CZECH,PRDDNCREAL,RENEWABLE,2020,140.337
CZECH,PRDDNCREAL,RENEWABLE,2021,103.4
CZECH,PRDDNCREAL,RENEWABLE,2022,52.91
CZECH,PRDDNCREAL,RENEWABLE,2023,100.251
CZECH,PRDDNCREAL,TOTAL,2013,..
CZECH,PRDDNCREAL,TOTAL,2014,..
CZECH,PRDDNCREAL,TOTAL,2015,1155.317
CZECH,PRDDNCREAL,TOTAL,2016,660.52
CZECH,PRDDNCREAL,TOTAL,2017,857.869
CZECH,PRDDNCREAL,TOTAL,2018,892.772
CZECH,PRDDNCREAL,TOTAL,2019,1233.257
CZECH,PRDDNCREAL,TOTAL,2020,1110.096
CZECH,PRDDNCREAL,TOTAL,2021,966.219
CZECH,PRDDNCREAL,TOTAL,2022,675.424
CZECH,PRDDNCREAL,TOTAL,2023,829.871
CZECH,PRDDNCREAL,UNALLOC,2013,..
CZECH,PRDDNCREAL,UNALLOC,2014,..
CZECH,PRDDUSD,EFFICIENCY,2013,..
CZECH,PRDDUSD,EFFICIENCY,2014,..
CZECH,PRDDUSD,EFFICIENCY,2015,6.366
CZECH,PRDDUSD,EFFICIENCY,2016,4.43
CZECH,PRDDUSD,EFFICIENCY,2017,7.664
CZECH,PRDDUSD,EFFICIENCY,2018,9.417
CZECH,PRDDUSD,EFFICIENCY,2019,12.103
CZECH,PRDDUSD,EFFICIENCY,2020,12.732
CZECH,PRDDUSD,EFFICIENCY,2021,15.088
CZECH,PRDDUSD,EFFICIENCY,2022,13.493
CZECH,PRDDUSD,EFFICIENCY,2023,16.833
CZECH,PRDDUSD,FOSSILFUEL,2013,..
CZECH,PRDDUSD,FOSSILFUEL,2014,..
CZECH,PRDDUSD,FOSSILFUEL,2015,4.714
CZECH,PRDDUSD,FOSSILFUEL,2016,4.216
CZECH,PRDDUSD,FOSSILFUEL,2017,4.355
CZECH,PRDDUSD,FOSSILFUEL,2018,3.991
CZECH,PRDDUSD,FOSSILFUEL,2019,3.69
CZECH,PRDDUSD,FOSSILFUEL,2020,1.812
CZECH,PRDDUSD,FOSSILFUEL,2021,0.788
CZECH,PRDDUSD,FOSSILFUEL,2022,1.101
CZECH,PRDDUSD,FOSSILFUEL,2023,0.34
CZECH,PRDDUSD,HGENCELL,2013,..
CZECH,PRDDUSD,HGENCELL,2014,..
CZECH,PRDDUSD,HGENCELL,2015,0.345
CZECH,PRDDUSD,HGENCELL,2016,1.144
CZECH,PRDDUSD,HGENCELL,2017,1.694
CZECH,PRDDUSD,HGENCELL,2018,1.139
CZECH,PRDDUSD,HGENCELL,2019,8.301
CZECH,PRDDUSD,HGENCELL,2020,3.858
CZECH,PRDDUSD,HGENCELL,2021,3.748
CZECH,PRDDUSD,HGENCELL,2022,2.775
CZECH,PRDDUSD,HGENCELL,2023,2.2
CZECH,PRDDUSD,MEMOLC,2013,..
CZECH,PRDDUSD,MEMOLC,2014,..
CZECH,PRDDUSD,MEMOLC,2015,45.367
CZECH,PRDDUSD,MEMOLC,2016,24.406
CZECH,PRDDUSD,MEMOLC,2017,32.542
CZECH,PRDDUSD,MEMOLC,2018,34.243
CZECH,PRDDUSD,MEMOLC,2019,49.161
CZECH,PRDDUSD,MEMOLC,2020,45.803
CZECH,PRDDUSD,MEMOLC,2021,40.846
CZECH,PRDDUSD,MEMOLC,2022,28.137
CZECH,PRDDUSD,MEMOLC,2023,35.509
CZECH,PRDDUSD,MEMONLC,2013,..
CZECH,PRDDUSD,MEMONLC,2014,..
CZECH,PRDDUSD,MEMONLC,2015,4.11
CZECH,PRDDUSD,MEMONLC,2016,3.881
CZECH,PRDDUSD,MEMONLC,2017,4.196
CZECH,PRDDUSD,MEMONLC,2018,3.991
CZECH,PRDDUSD,MEMONLC,2019,3.654
CZECH,PRDDUSD,MEMONLC,2020,1.737
CZECH,PRDDUSD,MEMONLC,2021,0.533
CZECH,PRDDUSD,MEMONLC,2022,0.788
CZECH,PRDDUSD,MEMONLC,2023,0.031
CZECH,PRDDUSD,NUCLEAR,2013,..
CZECH,PRDDUSD,NUCLEAR,2014,..
CZECH,PRDDUSD,NUCLEAR,2015,21.086
CZECH,PRDDUSD,NUCLEAR,2016,6.917
CZECH,PRDDUSD,NUCLEAR,2017,11.618
CZECH,PRDDUSD,NUCLEAR,2018,11.721
CZECH,PRDDUSD,NUCLEAR,2019,12.604
CZECH,PRDDUSD,NUCLEAR,2020,12.015
CZECH,PRDDUSD,NUCLEAR,2021,7.047
CZECH,PRDDUSD,NUCLEAR,2022,4.22
CZECH,PRDDUSD,NUCLEAR,2023,1.993
CZECH,PRDDUSD,OTHERPANDS,2013,..
CZECH,PRDDUSD,OTHERPANDS,2014,..
CZECH,PRDDUSD,OTHERPANDS,2015,5.342
CZECH,PRDDUSD,OTHERPANDS,2016,4.156
CZECH,PRDDUSD,OTHERPANDS,2017,3.997
CZECH,PRDDUSD,OTHERPANDS,2018,4.717
CZECH,PRDDUSD,OTHERPANDS,2019,7.866
CZECH,PRDDUSD,OTHERPANDS,2020,7.517
CZECH,PRDDUSD,OTHERPANDS,2021,7.548
CZECH,PRDDUSD,OTHERPANDS,2022,3.963
CZECH,PRDDUSD,OTHERPANDS,2023,9.506
CZECH,PRDDUSD,OTHERTECH,2013,..
CZECH,PRDDUSD,OTHERTECH,2014,..
CZECH,PRDDUSD,OTHERTECH,2015,5.869
CZECH,PRDDUSD,OTHERTECH,2016,2.88
CZECH,PRDDUSD,OTHERTECH,2017,2.788
CZECH,PRDDUSD,OTHERTECH,2018,2.876
CZECH,PRDDUSD,OTHERTECH,2019,3.259
CZECH,PRDDUSD,OTHERTECH,2020,3.595
CZECH,PRDDUSD,OTHERTECH,2021,2.732
CZECH,PRDDUSD,OTHERTECH,2022,1.107
CZECH,PRDDUSD,OTHERTECH,2023,0.373
CZECH,PRDDUSD,RENEWABLE,2013,..
CZECH,PRDDUSD,RENEWABLE,2014,..
CZECH,PRDDUSD,RENEWABLE,2015,5.757
CZECH,PRDDUSD,RENEWABLE,2016,4.545
CZECH,PRDDUSD,RENEWABLE,2017,4.623
CZECH,PRDDUSD,RENEWABLE,2018,4.373
CZECH,PRDDUSD,RENEWABLE,2019,4.992
CZECH,PRDDUSD,RENEWABLE,2020,6.01
CZECH,PRDDUSD,RENEWABLE,2021,4.428
CZECH,PRDDUSD,RENEWABLE,2022,2.266
CZECH,PRDDUSD,RENEWABLE,2023,4.293
CZECH,PRDDUSD,TOTAL,2013,..
CZECH,PRDDUSD,TOTAL,2014,..
CZECH,PRDDUSD,TOTAL,2015,49.477
CZECH,PRDDUSD,TOTAL,2016,28.287
